,date,text
22,"October 28, 2003","For immediate releaseThe Federal Open Market Committee decided today to keep its target for the federal funds rate at 1 percent. The Committee continues to believe that an accommodative stance of monetary policy, coupled with robust underlying growth in productivity, is providing important ongoing support to economic activity.  The evidence accumulated over the intermeeting period confirms that spending is firming, and the labor market appears to be stabilizing.  Business pricing power and increases in core consumer prices remain muted. The Committee perceives that the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal.  In contrast, the probability, though minor, of an unwelcome fall in inflation exceeds that of a rise in inflation from its already low level.  The Committee judges that, on balance, the risk of inflation becoming undesirably low remains the predominant concern for the foreseeable future.  In these circumstances, the Committee believes that policy accommodation can be maintained for a considerable period.Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Ben S. Bernanke; Susan S. Bies; J. Alfred Broaddus, Jr.; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Robert T. Parry; and Jamie B. Stewart, Jr.2003 Monetary policy  Home | News and events AccessibilityLast update: October 28, 2003The Federal Open Market Committee decided today to keep its target for the federal funds rate at 1 percent. The Committee continues to believe that an accommodative stance of monetary policy, coupled with robust underlying growth in productivity, is providing important ongoing support to economic activity.  The evidence accumulated over the intermeeting period confirms that spending is firming, and the labor market appears to be stabilizing.  Business pricing power and increases in core consumer prices remain muted. The Committee perceives that the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal.  In contrast, the probability, though minor, of an unwelcome fall in inflation exceeds that of a rise in inflation from its already low level.  The Committee judges that, on balance, the risk of inflation becoming undesirably low remains the predominant concern for the foreseeable future.  In these circumstances, the Committee believes that policy accommodation can be maintained for a considerable period.Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Ben S. Bernanke; Susan S. Bies; J. Alfred Broaddus, Jr.; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Robert T. Parry; and Jamie B. Stewart, Jr.2003 Monetary policy "
23,"December 9, 2003","For immediate release       The Federal Open Market Committee decided today to keep its target for         the federal funds rate at 1 percent.       The Committee continues to believe that an accommodative stance of monetary         policy, coupled with robust underlying growth in productivity, is providing         important ongoing support to economic activity. The evidence accumulated         over the intermeeting period confirms that output is expanding briskly,         and the labor market appears to be improving modestly. Increases in core         consumer prices are muted and expected to remain low. The Committee perceives         that the upside and downside risks to the attainment of sustainable growth         for the next few quarters are roughly equal. The probability of an unwelcome         fall in inflation has diminished in recent months and now appears almost         equal to that of a rise in inflation. However, with inflation quite low         and resource use slack, the Committee believes that policy accommodation         can be maintained for a considerable period.       Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman;         Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; J.         Alfred Broaddus, Jr.; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack         Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; and Robert T.         Parry.                       2003 Monetary policy        Home | News and events Accessibility       Last update: December 9, 2003         The Federal Open Market Committee decided today to keep its target for         the federal funds rate at 1 percent.       The Committee continues to believe that an accommodative stance of monetary         policy, coupled with robust underlying growth in productivity, is providing         important ongoing support to economic activity. The evidence accumulated         over the intermeeting period confirms that output is expanding briskly,         and the labor market appears to be improving modestly. Increases in core         consumer prices are muted and expected to remain low. The Committee perceives         that the upside and downside risks to the attainment of sustainable growth         for the next few quarters are roughly equal. The probability of an unwelcome         fall in inflation has diminished in recent months and now appears almost         equal to that of a rise in inflation. However, with inflation quite low         and resource use slack, the Committee believes that policy accommodation         can be maintained for a considerable period.       Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman;         Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; J.         Alfred Broaddus, Jr.; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack         Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; and Robert T.         Parry.                       2003 Monetary policy       "
24,"January 30, 2002","For immediate releaseThe Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1-3/4 percent.Signs that weakness in demand is abating and economic activity is beginning to firm have become more prevalent.  With the forces restraining the economy starting to diminish, and with the long-term prospects for productivity growth remaining favorable and monetary policy accommodative, the outlook for economic recovery has become more promising.The degree of any strength in business capital and household spending, however, is still uncertain.  Hence, the Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.2002 Monetary policy Home |News and eventsAccessibilityLast update: January 30, 2002The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1-3/4 percent.Signs that weakness in demand is abating and economic activity is beginning to firm have become more prevalent.  With the forces restraining the economy starting to diminish, and with the long-term prospects for productivity growth remaining favorable and monetary policy accommodative, the outlook for economic recovery has become more promising.The degree of any strength in business capital and household spending, however, is still uncertain.  Hence, the Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.2002 Monetary policy "
25,"March 19, 2002","For immediate releaseThe Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1-3/4 percent.  The information that has become available since the last meeting of the Committee indicates that the economy, bolstered by a marked swing in inventory investment, is expanding at a significant pace.  Nonetheless, the degree of the strengthening in final demand over coming quarters, an essential element in sustained economic expansion, is still uncertain.In these circumstances, although the stance of monetary policy is currently accommodative, the Committee believes that, for the foreseeable future, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals.  The Committee decided to include in its announcements following its meetings the roll call of the vote on the federal funds rate target, including the preferred policy choice of any dissenters.  This action accelerates the release of this information, currently available in the Minutes with a lag.  To conform to this new practice, the Board of Governors also decided to report in the written announcement the roll call of any vote on the discount rate, also including the preferred policy choice of any dissenters.Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jerry L. Jordan; Robert D. McTeer, Jr.; Mark W. Olson; Anthony M. Santomero, and Gary H. Stern.2002 Monetary policy Home |News and eventsAccessibilityLast update: March 19, 2002The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1-3/4 percent.  The information that has become available since the last meeting of the Committee indicates that the economy, bolstered by a marked swing in inventory investment, is expanding at a significant pace.  Nonetheless, the degree of the strengthening in final demand over coming quarters, an essential element in sustained economic expansion, is still uncertain.In these circumstances, although the stance of monetary policy is currently accommodative, the Committee believes that, for the foreseeable future, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals.  The Committee decided to include in its announcements following its meetings the roll call of the vote on the federal funds rate target, including the preferred policy choice of any dissenters.  This action accelerates the release of this information, currently available in the Minutes with a lag.  To conform to this new practice, the Board of Governors also decided to report in the written announcement the roll call of any vote on the discount rate, also including the preferred policy choice of any dissenters.Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jerry L. Jordan; Robert D. McTeer, Jr.; Mark W. Olson; Anthony M. Santomero, and Gary H. Stern.2002 Monetary policy "
26,"May 7, 2002","For immediate releaseThe Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1 3/4 percent. The information that has become available since the last meeting of the Committee confirms that economic activity has been receiving considerable upward impetus from a marked swing in inventory investment.  Nonetheless, the degree of the strengthening in final demand over coming quarters, an essential element in sustained economic expansion, is still uncertain. In these circumstances, although the stance of monetary policy is currently accommodative, the Committee believes that, for the foreseeable future, against the background of its long run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals. Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jerry L. Jordan; Robert D. McTeer, Jr.; Mark W. Olson; Anthony M. Santomero, and Gary H. Stern. Voting against the action: none.2002 Monetary policy  Home | News and events AccessibilityLast update: May 7, 2002The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1 3/4 percent. The information that has become available since the last meeting of the Committee confirms that economic activity has been receiving considerable upward impetus from a marked swing in inventory investment.  Nonetheless, the degree of the strengthening in final demand over coming quarters, an essential element in sustained economic expansion, is still uncertain. In these circumstances, although the stance of monetary policy is currently accommodative, the Committee believes that, for the foreseeable future, against the background of its long run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals. Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jerry L. Jordan; Robert D. McTeer, Jr.; Mark W. Olson; Anthony M. Santomero, and Gary H. Stern. Voting against the action: none.2002 Monetary policy "
27,"June 26, 2002","For immediate releaseThe Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1 3/4 percent. The information that has become available since the last meeting of the Committee confirms that economic activity is continuing to increase. However, both the upward impetus from the swing in inventory investment and the growth in final demand appear to have moderated.  The Committee expects the rate of increase of final demand to pick up over coming quarters, supported in part by robust underlying growth in productivity, but the degree of the strengthening remains uncertain. In these circumstances, although the stance of monetary policy is currently accommodative, the Committee believes that, for the foreseeable future, against the background of its long run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals. Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jerry L. Jordan; Robert D. McTeer, Jr.; Mark W. Olson; Anthony M. Santomero, and Gary H. Stern. Voting against the action: none.2002 Monetary policy  Home | News and events AccessibilityLast update: June 26, 2002The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1 3/4 percent. The information that has become available since the last meeting of the Committee confirms that economic activity is continuing to increase. However, both the upward impetus from the swing in inventory investment and the growth in final demand appear to have moderated.  The Committee expects the rate of increase of final demand to pick up over coming quarters, supported in part by robust underlying growth in productivity, but the degree of the strengthening remains uncertain. In these circumstances, although the stance of monetary policy is currently accommodative, the Committee believes that, for the foreseeable future, against the background of its long run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals. Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jerry L. Jordan; Robert D. McTeer, Jr.; Mark W. Olson; Anthony M. Santomero, and Gary H. Stern. Voting against the action: none.2002 Monetary policy "
28,"August 13, 2002","For immediate releaseThe Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1 3/4 percent. The softening in the growth of aggregate demand that emerged this spring has been prolonged in large measure by weakness in financial markets and heightened uncertainty related to problems in corporate reporting and governance. The current accommodative stance of monetary policy, coupled with still-robust underlying growth in productivity, should be sufficient to foster an improving business climate over time.Nonetheless, the Committee recognizes that, for the foreseeable future, against the background of its long run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness.Voting for the FOMC monetary policy action were Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Ben S. Bernanke, Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jerry L. Jordan; Donald L. Kohn, Robert D. McTeer, Jr.; Mark W. Olson; Anthony M. Santomero, and Gary H. Stern. 2002 Monetary policy  Home | News and events AccessibilityLast update: August 13, 2002The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1 3/4 percent. The softening in the growth of aggregate demand that emerged this spring has been prolonged in large measure by weakness in financial markets and heightened uncertainty related to problems in corporate reporting and governance. The current accommodative stance of monetary policy, coupled with still-robust underlying growth in productivity, should be sufficient to foster an improving business climate over time.Nonetheless, the Committee recognizes that, for the foreseeable future, against the background of its long run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness.Voting for the FOMC monetary policy action were Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Ben S. Bernanke, Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jerry L. Jordan; Donald L. Kohn, Robert D. McTeer, Jr.; Mark W. Olson; Anthony M. Santomero, and Gary H. Stern. 2002 Monetary policy "
29,"September 24, 2002","For immediate releaseThe Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1 3/4 percent. The information that has become available since the last meeting of the Committee suggests that aggregate demand is growing at a moderate pace.Over time, the current accommodative stance of monetary policy, coupled with still robust underlying growth in productivity, should be sufficient to foster an improving business climate. However, considerable uncertainty persists about the extent and timing of the expected pickup in production and employment owing in part to the emergence of heightened geopolitical risks.Consequently, the Committee believes that, for the foreseeable future, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness.Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Jerry L. Jordan; Donald L. Kohn; Mark W. Olson; Anthony M. Santomero, and Gary H. Stern.  Voting against the action were: Edward M. Gramlich and Robert D. McTeer, Jr.Governor Gramlich and President McTeer preferred a reduction in the target for the federal funds rate.2002 Monetary policy  Home | News and events AccessibilityLast update: September 24, 2002The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1 3/4 percent. The information that has become available since the last meeting of the Committee suggests that aggregate demand is growing at a moderate pace.Over time, the current accommodative stance of monetary policy, coupled with still robust underlying growth in productivity, should be sufficient to foster an improving business climate. However, considerable uncertainty persists about the extent and timing of the expected pickup in production and employment owing in part to the emergence of heightened geopolitical risks.Consequently, the Committee believes that, for the foreseeable future, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness.Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Jerry L. Jordan; Donald L. Kohn; Mark W. Olson; Anthony M. Santomero, and Gary H. Stern.  Voting against the action were: Edward M. Gramlich and Robert D. McTeer, Jr.Governor Gramlich and President McTeer preferred a reduction in the target for the federal funds rate.2002 Monetary policy "
30,"November 6, 2002","For immediate releaseThe Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 1 1/4 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 3/4 percent. 	The Committee continues to believe that an accommodative stance of monetary policy, coupled with still-robust underlying growth in productivity, is providing important ongoing support to economic activity.  However, incoming economic data have tended to confirm that greater uncertainty, in part attributable to heightened geopolitical risks, is currently inhibiting spending, production, and employment.  Inflation and inflation expectations remain well contained.	In these circumstances, the Committee believes that today's additional monetary easing should prove helpful as the economy works its way through this current soft spot.  With this action, the Committee believes that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals in the foreseeable future.	Voting for the FOMC monetary policy action were Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Ben S. Bernanke, Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jerry L. Jordan; Donald L. Kohn, Robert D. McTeer, Jr.; Mark W. Olson; Anthony M. Santomero, and Gary H. Stern.  	In taking the discount rate action, the Federal Reserve Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Dallas and New York.2002 Monetary policy  Home | News and events AccessibilityLast update: November 6, 2002The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 1 1/4 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 3/4 percent. 	The Committee continues to believe that an accommodative stance of monetary policy, coupled with still-robust underlying growth in productivity, is providing important ongoing support to economic activity.  However, incoming economic data have tended to confirm that greater uncertainty, in part attributable to heightened geopolitical risks, is currently inhibiting spending, production, and employment.  Inflation and inflation expectations remain well contained.	In these circumstances, the Committee believes that today's additional monetary easing should prove helpful as the economy works its way through this current soft spot.  With this action, the Committee believes that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals in the foreseeable future.	Voting for the FOMC monetary policy action were Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Ben S. Bernanke, Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jerry L. Jordan; Donald L. Kohn, Robert D. McTeer, Jr.; Mark W. Olson; Anthony M. Santomero, and Gary H. Stern.  	In taking the discount rate action, the Federal Reserve Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Dallas and New York.2002 Monetary policy "
31,"December 10, 2002","For immediate releaseThe Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1-1/4 percent.The Committee continues to believe that this accommodative stance of monetary policy, coupled with still robust underlying growth in productivity, is providing important ongoing support to economic activity.  The limited number of incoming economic indicators since the November meeting, taken together, are not inconsistent with the economy working its way through its current soft spot.In these circumstances, the Committee believes that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals for the foreseeable future.Voting for the FOMC monetary policy action were Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Ben S. Bernanke, Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jerry L. Jordan; Donald L. Kohn, Robert D. McTeer, Jr.; Mark W. Olson; Anthony M. Santomero, and Gary H. Stern.2002 Monetary policy  Home | News and events AccessibilityLast update: December 10, 2002The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1-1/4 percent.The Committee continues to believe that this accommodative stance of monetary policy, coupled with still robust underlying growth in productivity, is providing important ongoing support to economic activity.  The limited number of incoming economic indicators since the November meeting, taken together, are not inconsistent with the economy working its way through its current soft spot.In these circumstances, the Committee believes that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals for the foreseeable future.Voting for the FOMC monetary policy action were Alan Greenspan, Chairman; William J. McDonough, Vice Chairman; Ben S. Bernanke, Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jerry L. Jordan; Donald L. Kohn, Robert D. McTeer, Jr.; Mark W. Olson; Anthony M. Santomero, and Gary H. Stern.2002 Monetary policy "
32,"January 3, 2001","For immediate release	The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 6 percent.	In a related action, the Board of Governors approved a 25-basis-point decrease in the discount rate to 5-3/4 percent, the level requested by seven Reserve Banks.  The Board also indicated that it stands ready to approve a further reduction of 25 basis points in the discount rate to 5-1/2 percent on the requests of Federal Reserve Banks.	These actions were taken in light of further weakening of sales and production, and in the context of lower consumer confidence, tight conditions in some segments of financial markets, and high energy prices sapping household and business purchasing power.  Moreover, inflation pressures remain contained.  Nonetheless, to date there is little evidence to suggest that longer-term advances in technology and associated gains in productivity are abating.	The Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.	In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Cleveland, Atlanta,St. Louis, Kansas City, Dallas and San Francisco. 	The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 6 percent.	In a related action, the Board of Governors approved a 25-basis-point decrease in the discount rate to 5-3/4 percent, the level requested by seven Reserve Banks.  The Board also indicated that it stands ready to approve a further reduction of 25 basis points in the discount rate to 5-1/2 percent on the requests of Federal Reserve Banks.	These actions were taken in light of further weakening of sales and production, and in the context of lower consumer confidence, tight conditions in some segments of financial markets, and high energy prices sapping household and business purchasing power.  Moreover, inflation pressures remain contained.  Nonetheless, to date there is little evidence to suggest that longer-term advances in technology and associated gains in productivity are abating.	The Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.	In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Cleveland, Atlanta,St. Louis, Kansas City, Dallas and San Francisco.2001 Monetary policy "
33,"January 31, 2001","For immediate releaseThe Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 50 basis points to 5-1/2 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 5 percent.   Consumer and business confidence has eroded further, exacerbated by rising energy costs that continue to drain consumer purchasing power and press on business profit margins.  Partly as a consequence, retail sales and business spending on capital equipment have weakened appreciably. In response, manufacturing production has been cut back sharply, with new technologies appearing to have accelerated the response of production and demand to potential excesses in the stock of inventories and capital equipment.  Taken together, and with inflation contained, these circumstances have called for a rapid and forceful response of monetary policy.  The longer-term advances in technology and accompanying gains in productivity, however, exhibit few signs of abating and these gains, along with the lower interest rates, should support growth of the economy over time.  Nonetheless, the Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.  In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Philadelphia, Cleveland, Atlanta, Chicago, St. Louis, Minneapolis, Dallas and San Francisco.   The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 50 basis points to 5-1/2 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 5 percent.   Consumer and business confidence has eroded further, exacerbated by rising energy costs that continue to drain consumer purchasing power and press on business profit margins.  Partly as a consequence, retail sales and business spending on capital equipment have weakened appreciably. In response, manufacturing production has been cut back sharply, with new technologies appearing to have accelerated the response of production and demand to potential excesses in the stock of inventories and capital equipment.  Taken together, and with inflation contained, these circumstances have called for a rapid and forceful response of monetary policy.  The longer-term advances in technology and accompanying gains in productivity, however, exhibit few signs of abating and these gains, along with the lower interest rates, should support growth of the economy over time.  Nonetheless, the Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.  In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Philadelphia, Cleveland, Atlanta, Chicago, St. Louis, Minneapolis, Dallas and San Francisco.  2001 Monetary policy "
34,"March 20, 2001","For immediate releaseThe Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 50 basis points to 5 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 4-1/2 percent.Persistent pressures on profit margins are restraining investment spending and, through declines in equity wealth, consumption. The associated backup in inventories has induced a rapid response in manufacturing output and, with spending having firmed a bit since last year, inventory adjustment appears to be well underway.Although current developments do not appear to have materially diminished the prospects for long-term growth in productivity, excess productive capacity has emerged recently.  The possibility that this excess could continue for some time and the potential for weakness in global economic conditions suggest substantial risks that demand and production could remain soft.  In these circumstances, when the economic situation could be evolving rapidly, the Federal Reserve will need to monitor developments closely.The Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of all twelve Reserve Banks.   The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 50 basis points to 5 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 4-1/2 percent.Persistent pressures on profit margins are restraining investment spending and, through declines in equity wealth, consumption. The associated backup in inventories has induced a rapid response in manufacturing output and, with spending having firmed a bit since last year, inventory adjustment appears to be well underway.Although current developments do not appear to have materially diminished the prospects for long-term growth in productivity, excess productive capacity has emerged recently.  The possibility that this excess could continue for some time and the potential for weakness in global economic conditions suggest substantial risks that demand and production could remain soft.  In these circumstances, when the economic situation could be evolving rapidly, the Federal Reserve will need to monitor developments closely.The Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of all twelve Reserve Banks.  2001 Monetary policy "
35,"April 18, 2001","For immediate releaseThe Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 4-1/2 percent.  In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 4 percent.  The FOMC has reviewed prospects for the economy in light of the information that has become available since its March meeting.  A significant reduction in excess inventories seems well advanced.  Consumption and housing expenditures have held up reasonably well, though activity in these areas has flattened recently.  Although measured productivity probably weakened in the first quarter, the impressive underlying rate of increase that developed in recent years appears to be largely intact.  Nonetheless, capital investment has continued to soften and the persistent erosion in current and expected profitability, in combination with rising uncertainty about the business outlook, seems poised to dampen capital spending going forward.  This potential restraint, together with the possible effects of earlier reductions in equity wealth on consumption and the risk of slower growth abroad, threatens to keep the pace of economic activity unacceptably weak.  As a consequence, the Committee agreed that an adjustment in the stance of policy is warranted during this extended intermeeting period. The Committee continues to believe that against thebackground of its long-run goals of price stability andsustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.  In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Atlanta, Minneapolis, Dallas, and San Francisco. The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 4-1/2 percent.  In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 4 percent.  The FOMC has reviewed prospects for the economy in light of the information that has become available since its March meeting.  A significant reduction in excess inventories seems well advanced.  Consumption and housing expenditures have held up reasonably well, though activity in these areas has flattened recently.  Although measured productivity probably weakened in the first quarter, the impressive underlying rate of increase that developed in recent years appears to be largely intact.  Nonetheless, capital investment has continued to soften and the persistent erosion in current and expected profitability, in combination with rising uncertainty about the business outlook, seems poised to dampen capital spending going forward.  This potential restraint, together with the possible effects of earlier reductions in equity wealth on consumption and the risk of slower growth abroad, threatens to keep the pace of economic activity unacceptably weak.  As a consequence, the Committee agreed that an adjustment in the stance of policy is warranted during this extended intermeeting period. The Committee continues to believe that against thebackground of its long-run goals of price stability andsustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.  In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Atlanta, Minneapolis, Dallas, and San Francisco.2001 Monetary policy "
